
======================================================================
SECTION A: Macro sweep — 150+ semiprimes
======================================================================
  b= 1591 p= 37 q= 43  R(p-1)=0.000772  pred=0.000772  err=4.12e-18  defect(p-1)=0.8920
  b= 1739 p= 37 q= 47  R(p-1)=0.000772  pred=0.000772  err=4.12e-18  defect(p-1)=0.8920
  b= 1961 p= 37 q= 53  R(p-1)=0.000772  pred=0.000772  err=4.12e-18  defect(p-1)=0.8920
  b= 2183 p= 37 q= 59  R(p-1)=0.000772  pred=0.000772  err=4.12e-18  defect(p-1)=0.8920
  b= 2257 p= 37 q= 61  R(p-1)=0.000772  pred=0.000772  err=4.12e-18  defect(p-1)=0.8920
  b= 2479 p= 37 q= 67  R(p-1)=0.000772  pred=0.000772  err=4.12e-18  defect(p-1)=0.8920
  b= 2627 p= 37 q= 71  R(p-1)=0.000772  pred=0.000772  err=4.12e-18  defect(p-1)=0.8920
  b= 2701 p= 37 q= 73  R(p-1)=0.000772  pred=0.000772  err=4.12e-18  defect(p-1)=0.8920
  b= 2923 p= 37 q= 79  R(p-1)=0.000772  pred=0.000772  err=4.12e-18  defect(p-1)=0.8920
  b= 3071 p= 37 q= 83  R(p-1)=0.000772  pred=0.000772  err=4.12e-18  defect(p-1)=0.8920
  b= 3293 p= 37 q= 89  R(p-1)=0.000772  pred=0.000772  err=4.12e-18  defect(p-1)=0.8920
  b= 3589 p= 37 q= 97  R(p-1)=0.000772  pred=0.000772  err=4.12e-18  defect(p-1)=0.8920
  b= 3737 p= 37 q=101  R(p-1)=0.000772  pred=0.000772  err=4.12e-18  defect(p-1)=0.8920
  b= 3811 p= 37 q=103  R(p-1)=0.000772  pred=0.000772  err=4.12e-18  defect(p-1)=0.8920
  b= 3959 p= 37 q=107  R(p-1)=0.000772  pred=0.000772  err=4.12e-18  defect(p-1)=0.8920
  b= 4033 p= 37 q=109  R(p-1)=0.000772  pred=0.000772  err=4.12e-18  defect(p-1)=0.8920
  b= 1763 p= 41 q= 43  R(p-1)=0.000625  pred=0.000625  err=1.95e-18  defect(p-1)=0.9012
  b= 1927 p= 41 q= 47  R(p-1)=0.000625  pred=0.000625  err=1.95e-18  defect(p-1)=0.9012
  b= 2173 p= 41 q= 53  R(p-1)=0.000625  pred=0.000625  err=1.95e-18  defect(p-1)=0.9012
  b= 2419 p= 41 q= 59  R(p-1)=0.000625  pred=0.000625  err=1.95e-18  defect(p-1)=0.9012
  b= 2501 p= 41 q= 61  R(p-1)=0.000625  pred=0.000625  err=1.95e-18  defect(p-1)=0.9012
  b= 2747 p= 41 q= 67  R(p-1)=0.000625  pred=0.000625  err=1.95e-18  defect(p-1)=0.9012
  b= 2911 p= 41 q= 71  R(p-1)=0.000625  pred=0.000625  err=1.95e-18  defect(p-1)=0.9012
  b= 2993 p= 41 q= 73  R(p-1)=0.000625  pred=0.000625  err=1.95e-18  defect(p-1)=0.9012
  b= 3239 p= 41 q= 79  R(p-1)=0.000625  pred=0.000625  err=1.95e-18  defect(p-1)=0.9012
  b= 3403 p= 41 q= 83  R(p-1)=0.000625  pred=0.000625  err=1.95e-18  defect(p-1)=0.9012
  b= 3649 p= 41 q= 89  R(p-1)=0.000625  pred=0.000625  err=1.95e-18  defect(p-1)=0.9012
  b= 3977 p= 41 q= 97  R(p-1)=0.000625  pred=0.000625  err=1.95e-18  defect(p-1)=0.9012
  b= 4141 p= 41 q=101  R(p-1)=0.000625  pred=0.000625  err=1.95e-18  defect(p-1)=0.9012
  b= 4223 p= 41 q=103  R(p-1)=0.000625  pred=0.000625  err=1.95e-18  defect(p-1)=0.9012
  b= 4387 p= 41 q=107  R(p-1)=0.000625  pred=0.000625  err=1.95e-18  defect(p-1)=0.9012
  b= 4469 p= 41 q=109  R(p-1)=0.000625  pred=0.000625  err=1.95e-18  defect(p-1)=0.9012
  b= 4633 p= 41 q=113  R(p-1)=0.000625  pred=0.000625  err=1.95e-18  defect(p-1)=0.9012
  b= 2021 p= 43 q= 47  R(p-1)=0.000567  pred=0.000567  err=0.00e+00  defect(p-1)=0.9048
  b= 2279 p= 43 q= 53  R(p-1)=0.000567  pred=0.000567  err=0.00e+00  defect(p-1)=0.9048
  b= 2537 p= 43 q= 59  R(p-1)=0.000567  pred=0.000567  err=0.00e+00  defect(p-1)=0.9048
  b= 2623 p= 43 q= 61  R(p-1)=0.000567  pred=0.000567  err=0.00e+00  defect(p-1)=0.9048
  b= 2881 p= 43 q= 67  R(p-1)=0.000567  pred=0.000567  err=0.00e+00  defect(p-1)=0.9048
  b= 3053 p= 43 q= 71  R(p-1)=0.000567  pred=0.000567  err=0.00e+00  defect(p-1)=0.9048
  b= 3139 p= 43 q= 73  R(p-1)=0.000567  pred=0.000567  err=0.00e+00  defect(p-1)=0.9048
  b= 3397 p= 43 q= 79  R(p-1)=0.000567  pred=0.000567  err=0.00e+00  defect(p-1)=0.9048
  b= 3569 p= 43 q= 83  R(p-1)=0.000567  pred=0.000567  err=0.00e+00  defect(p-1)=0.9048
  b= 3827 p= 43 q= 89  R(p-1)=0.000567  pred=0.000567  err=0.00e+00  defect(p-1)=0.9048
  b= 4171 p= 43 q= 97  R(p-1)=0.000567  pred=0.000567  err=0.00e+00  defect(p-1)=0.9048
  b= 4343 p= 43 q=101  R(p-1)=0.000567  pred=0.000567  err=0.00e+00  defect(p-1)=0.9048
  b= 4429 p= 43 q=103  R(p-1)=0.000567  pred=0.000567  err=0.00e+00  defect(p-1)=0.9048
  b= 4601 p= 43 q=107  R(p-1)=0.000567  pred=0.000567  err=0.00e+00  defect(p-1)=0.9048
  b= 4687 p= 43 q=109  R(p-1)=0.000567  pred=0.000567  err=0.00e+00  defect(p-1)=0.9048
  b= 4859 p= 43 q=113  R(p-1)=0.000567  pred=0.000567  err=0.00e+00  defect(p-1)=0.9048
  b= 5461 p= 43 q=127  R(p-1)=0.000567  pred=0.000567  err=0.00e+00  defect(p-1)=0.9048
  b= 2491 p= 47 q= 53  R(p-1)=0.000473  pred=0.000473  err=1.68e-18  defect(p-1)=0.9121
  b= 2773 p= 47 q= 59  R(p-1)=0.000473  pred=0.000473  err=1.68e-18  defect(p-1)=0.9121
  b= 2867 p= 47 q= 61  R(p-1)=0.000473  pred=0.000473  err=1.68e-18  defect(p-1)=0.9121
  b= 3149 p= 47 q= 67  R(p-1)=0.000473  pred=0.000473  err=1.68e-18  defect(p-1)=0.9121
  b= 3337 p= 47 q= 71  R(p-1)=0.000473  pred=0.000473  err=1.68e-18  defect(p-1)=0.9121
  b= 3431 p= 47 q= 73  R(p-1)=0.000473  pred=0.000473  err=1.68e-18  defect(p-1)=0.9121
  b= 3713 p= 47 q= 79  R(p-1)=0.000473  pred=0.000473  err=1.68e-18  defect(p-1)=0.9121
  b= 3901 p= 47 q= 83  R(p-1)=0.000473  pred=0.000473  err=1.68e-18  defect(p-1)=0.9121
  b= 4183 p= 47 q= 89  R(p-1)=0.000473  pred=0.000473  err=1.68e-18  defect(p-1)=0.9121
  b= 4559 p= 47 q= 97  R(p-1)=0.000473  pred=0.000473  err=1.68e-18  defect(p-1)=0.9121
  b= 4747 p= 47 q=101  R(p-1)=0.000473  pred=0.000473  err=1.68e-18  defect(p-1)=0.9121
  b= 4841 p= 47 q=103  R(p-1)=0.000473  pred=0.000473  err=1.68e-18  defect(p-1)=0.9121
  b= 5029 p= 47 q=107  R(p-1)=0.000473  pred=0.000473  err=1.68e-18  defect(p-1)=0.9121
  b= 5123 p= 47 q=109  R(p-1)=0.000473  pred=0.000473  err=1.68e-18  defect(p-1)=0.9121
  b= 5311 p= 47 q=113  R(p-1)=0.000473  pred=0.000473  err=1.68e-18  defect(p-1)=0.9121
  b= 5969 p= 47 q=127  R(p-1)=0.000473  pred=0.000473  err=1.68e-18  defect(p-1)=0.9121
  b= 6157 p= 47 q=131  R(p-1)=0.000473  pred=0.000473  err=1.68e-18  defect(p-1)=0.9121
  b= 6439 p= 47 q=137  R(p-1)=0.000473  pred=0.000473  err=1.68e-18  defect(p-1)=0.9121
  b= 6533 p= 47 q=139  R(p-1)=0.000473  pred=0.000473  err=1.68e-18  defect(p-1)=0.9121
  b= 3127 p= 53 q= 59  R(p-1)=0.000370  pred=0.000370  err=3.96e-18  defect(p-1)=0.9197
  b= 3233 p= 53 q= 61  R(p-1)=0.000370  pred=0.000370  err=3.96e-18  defect(p-1)=0.9197
  b= 3551 p= 53 q= 67  R(p-1)=0.000370  pred=0.000370  err=3.96e-18  defect(p-1)=0.9197
  b= 3763 p= 53 q= 71  R(p-1)=0.000370  pred=0.000370  err=3.96e-18  defect(p-1)=0.9197
  b= 3869 p= 53 q= 73  R(p-1)=0.000370  pred=0.000370  err=3.96e-18  defect(p-1)=0.9197
  b= 4187 p= 53 q= 79  R(p-1)=0.000370  pred=0.000370  err=3.96e-18  defect(p-1)=0.9197
  b= 4399 p= 53 q= 83  R(p-1)=0.000370  pred=0.000370  err=3.96e-18  defect(p-1)=0.9197
  b= 4717 p= 53 q= 89  R(p-1)=0.000370  pred=0.000370  err=3.96e-18  defect(p-1)=0.9197
  b= 5141 p= 53 q= 97  R(p-1)=0.000370  pred=0.000370  err=3.96e-18  defect(p-1)=0.9197
  b= 5353 p= 53 q=101  R(p-1)=0.000370  pred=0.000370  err=3.96e-18  defect(p-1)=0.9197
  b= 5459 p= 53 q=103  R(p-1)=0.000370  pred=0.000370  err=3.96e-18  defect(p-1)=0.9197
  b= 5671 p= 53 q=107  R(p-1)=0.000370  pred=0.000370  err=3.96e-18  defect(p-1)=0.9197
  b= 5777 p= 53 q=109  R(p-1)=0.000370  pred=0.000370  err=3.96e-18  defect(p-1)=0.9197
  b= 5989 p= 53 q=113  R(p-1)=0.000370  pred=0.000370  err=3.96e-18  defect(p-1)=0.9197
  b= 6731 p= 53 q=127  R(p-1)=0.000370  pred=0.000370  err=3.96e-18  defect(p-1)=0.9197
  b= 6943 p= 53 q=131  R(p-1)=0.000370  pred=0.000370  err=3.96e-18  defect(p-1)=0.9197
  b= 7261 p= 53 q=137  R(p-1)=0.000370  pred=0.000370  err=3.96e-18  defect(p-1)=0.9197
  b= 7367 p= 53 q=139  R(p-1)=0.000370  pred=0.000370  err=3.96e-18  defect(p-1)=0.9197
  b= 7897 p= 53 q=149  R(p-1)=0.000370  pred=0.000370  err=3.96e-18  defect(p-1)=0.9197
  b= 8003 p= 53 q=151  R(p-1)=0.000370  pred=0.000370  err=3.96e-18  defect(p-1)=0.9197
  b= 8321 p= 53 q=157  R(p-1)=0.000370  pred=0.000370  err=3.96e-18  defect(p-1)=0.9197
  b= 3599 p= 59 q= 61  R(p-1)=0.000297  pred=0.000297  err=1.73e-18  defect(p-1)=0.9266
  b= 3953 p= 59 q= 67  R(p-1)=0.000297  pred=0.000297  err=1.73e-18  defect(p-1)=0.9266
  b= 4189 p= 59 q= 71  R(p-1)=0.000297  pred=0.000297  err=1.73e-18  defect(p-1)=0.9266
  b= 4307 p= 59 q= 73  R(p-1)=0.000297  pred=0.000297  err=1.73e-18  defect(p-1)=0.9266
  b= 4661 p= 59 q= 79  R(p-1)=0.000297  pred=0.000297  err=1.73e-18  defect(p-1)=0.9266
  b= 4897 p= 59 q= 83  R(p-1)=0.000297  pred=0.000297  err=1.73e-18  defect(p-1)=0.9266
  b= 5251 p= 59 q= 89  R(p-1)=0.000297  pred=0.000297  err=1.73e-18  defect(p-1)=0.9266
  b= 5723 p= 59 q= 97  R(p-1)=0.000297  pred=0.000297  err=1.73e-18  defect(p-1)=0.9266
  b= 5959 p= 59 q=101  R(p-1)=0.000297  pred=0.000297  err=1.73e-18  defect(p-1)=0.9266
  b= 6077 p= 59 q=103  R(p-1)=0.000297  pred=0.000297  err=1.73e-18  defect(p-1)=0.9266
  b= 6313 p= 59 q=107  R(p-1)=0.000297  pred=0.000297  err=1.73e-18  defect(p-1)=0.9266
  b= 6431 p= 59 q=109  R(p-1)=0.000297  pred=0.000297  err=1.73e-18  defect(p-1)=0.9266
  b= 6667 p= 59 q=113  R(p-1)=0.000297  pred=0.000297  err=1.73e-18  defect(p-1)=0.9266
  b= 7493 p= 59 q=127  R(p-1)=0.000297  pred=0.000297  err=1.73e-18  defect(p-1)=0.9266
  b= 7729 p= 59 q=131  R(p-1)=0.000297  pred=0.000297  err=1.73e-18  defect(p-1)=0.9266
  b= 8083 p= 59 q=137  R(p-1)=0.000297  pred=0.000297  err=1.73e-18  defect(p-1)=0.9266
  b= 8201 p= 59 q=139  R(p-1)=0.000297  pred=0.000297  err=1.73e-18  defect(p-1)=0.9266
  b= 8791 p= 59 q=149  R(p-1)=0.000297  pred=0.000297  err=1.73e-18  defect(p-1)=0.9266
  b= 8909 p= 59 q=151  R(p-1)=0.000297  pred=0.000297  err=1.73e-18  defect(p-1)=0.9266
  b= 9263 p= 59 q=157  R(p-1)=0.000297  pred=0.000297  err=1.73e-18  defect(p-1)=0.9266
  b= 9617 p= 59 q=163  R(p-1)=0.000297  pred=0.000297  err=1.73e-18  defect(p-1)=0.9266
  b= 9853 p= 59 q=167  R(p-1)=0.000297  pred=0.000297  err=1.73e-18  defect(p-1)=0.9266
  b=10207 p= 59 q=173  R(p-1)=0.000297  pred=0.000297  err=1.73e-18  defect(p-1)=0.9266

  Total: 187 semiprimes  |  Max R error: 1.11e-16

======================================================================
SECTION B: Spectral fingerprint — R(k, f) for all prime f simultaneously
======================================================================

  b=15 (p=3, q=5)  k=1..8  freqs=[2, 3, 5, 7, 11, 13]
     k   dominant_f    R_dom     R(p)     R(q)    defect
     1            2   1.0000   1.0000   1.0000    0.0000
     2           13   0.9427   0.2500   0.6545    0.2500
     3           13   0.8531   0.0000   0.2909    0.4444
     4           13   0.7391   0.0625   0.0625    0.4375
     5           13   0.6106   0.0400   0.0000    0.4800
     6           13   0.4780   0.0000   0.0278    0.4444
     7           13   0.3512   0.0204   0.0534    0.4490
     8           13   0.2385   0.0156   0.0409    0.4062

  b=35 (p=5, q=7)  k=1..10  freqs=[2, 3, 5, 7, 11, 13]
     k   dominant_f    R_dom     R(p)     R(q)    defect
     1            2   1.0000   1.0000   1.0000    0.0000
     2           13   0.9427   0.6545   0.8117    0.2500
     3           13   0.8531   0.2909   0.5610    0.4444
     4           13   0.7391   0.0625   0.3156    0.5000
     5           13   0.6106   0.0000   0.1299    0.6000
     6           13   0.4780   0.0278   0.0278    0.5833
     7           13   0.3512   0.0534   0.0000    0.6122
     8           13   0.2385   0.0409   0.0156    0.6094
     9           13   0.1460   0.0123   0.0401    0.6049
    10           13   0.0768   0.0000   0.0505    0.5800

  b=77 (p=7, q=11)  k=1..14  freqs=[2, 3, 5, 7, 11, 13, 17, 19]
